geneid	chr	left	right
ENSG00000290589	6	23854129	23882912
ENSG00000290592	1	157171116	157191963
ENSG00000290596	2	130402442	130428766
ENSG00000290597	6	60353963	60546660
ENSG00000290598	19	39637423	39642407
ENSG00000290599	2	130429827	130441413
ENSG00000290600	7	149285281	149297312
ENSG00000290602	7	143810373	143818699
ENSG00000290642	14	23293852	23295726
ENSG00000290653	11	5557096	5564327
ENSG00000290673	7	5103719	5120245
ENSG00000290674	16	21901552	21953031
ENSG00000290677	16	29101404	29108137
ENSG00000290679	16	29466266	29467595
ENSG00000290683	1	247189321	247210904
ENSG00000290689	15	84198846	84230169
ENSG00000290692	16	30204316	30209071
ENSG00000290693	16	30205621	30206931
ENSG00000290695	11	124476963	124482870
ENSG00000290698	17	16922915	16934839
ENSG00000290700	2	130692740	130719380
ENSG00000290728	16	2616121	2655078
ENSG00000290729	7	76084612	76109100
ENSG00000290735	1	143874941	143904650
ENSG00000290740	X	130477069	130524284
ENSG00000290753	11	56476287	56484839
ENSG00000290754	12	55608043	55615878
ENSG00000290755	19	53560494	53606429
ENSG00000290758	7	43940895	44040670
ENSG00000290762	3	195913075	195953883
ENSG00000290767	15	99790156	99806961
ENSG00000290769	9	133079900	133087355
ENSG00000290774	11	92915629	92931340
ENSG00000290776	4	79587302	79588091
ENSG00000290786	7	143560277	143645675
ENSG00000290787	3	15732827	15733470
ENSG00000290791	1	149842158	149846719
ENSG00000290792	1	149844498	149850937
ENSG00000290793	17	68205489	68207493
ENSG00000290796	22	25351418	25405377
ENSG00000290803	4	6199709	6239937
ENSG00000290804	6	49946021	49950265
ENSG00000290812	19	12092263	12155605
ENSG00000290814	12	55385837	55392964
ENSG00000290817	4	56410642	56423457
ENSG00000290821	19	9198354	9210067
ENSG00000290823	15	101960198	101976611
ENSG00000290827	11	57861948	57873588
ENSG00000290829	8	11920138	12015631
ENSG00000290830	7	102364162	102380633
ENSG00000290832	7	72968170	73005985
ENSG00000290833	7	74843754	74890610
ENSG00000290835	7	6707083	6753862
ENSG00000290839	7	73242751	73285310
ENSG00000290845	16	32169984	32188126
ENSG00000290851	1	16754910	16770237
ENSG00000290853	Y	13703902	13916244
ENSG00000290854	1	1724838	1745992
ENSG00000290863	12	110049360	110073686
ENSG00000290870	6	29849550	29885615
ENSG00000290876	15	30423659	30514548
ENSG00000290879	15	28727676	28764647
ENSG00000290880	15	28788243	28875589
ENSG00000290888	4	3957276	4167128
ENSG00000290891	6	28107748	28117139
ENSG00000290895	5	141240121	141243034
ENSG00000290901	20	30537586	30571362
ENSG00000290902	2	132268586	132338765
ENSG00000290906	2	200762308	200794239
ENSG00000290907	9	38566260	38568009
ENSG00000290908	X	101598017	101598671
ENSG00000290911	13	21283487	21298709
ENSG00000290920	22	23358949	23402726
ENSG00000290921	10	45849644	45972457
ENSG00000290924	9	85804927	85888923
ENSG00000290927	16	31700536	31711986
ENSG00000290928	17	30666961	30804079
ENSG00000290931	22	17036425	17071041
ENSG00000290933	19	54532692	54545771
ENSG00000290937	3	198151957	198222513
ENSG00000290951	7	75359194	75395383
ENSG00000290957	11	17013675	17053351
ENSG00000290960	11	3379289	3411808
ENSG00000290968	5	177632075	177672209
ENSG00000290976	17	16773345	16804499
ENSG00000290981	22	20616230	20656986
ENSG00000290984	16	32774929	32776196
ENSG00000290990	22	22630546	22644524
ENSG00000290993	3	129333723	129399699
ENSG00000290995	11	67807214	67955852
ENSG00000290999	1	120519468	120548404
ENSG00000291003	15	22494864	22590832
ENSG00000291006	6	52664366	52669155
ENSG00000291007	3	8682943	8693701
ENSG00000291013	2	86807521	86895042
ENSG00000291015	22	38335300	38398929
ENSG00000291032	Y	11116286	11215207
ENSG00000291034	Y	12088010	12431745
ENSG00000291038	14	20427441	20447604
ENSG00000291041	13	24924336	24968550
ENSG00000291044	22	21102861	21170655
ENSG00000291046	13	21298115	21532406
ENSG00000291047	16	30267253	30279970
ENSG00000291054	X	136909250	137069407
ENSG00000291060	16	22436738	22492220
ENSG00000291061	9	38426647	38543880
ENSG00000291063	17	31008244	31093127
ENSG00000291065	10	42192551	42368043
ENSG00000291066	16	21796004	21820656
ENSG00000291067	20	58228925	58310190
ENSG00000291068	1	223951388	223992647
ENSG00000291073	16	21446683	21520458
ENSG00000291075	9	40992065	41090006
ENSG00000291078	3	10000606	10026755
ENSG00000291079	5	1541607	1634036
ENSG00000291081	3	130086132	130111506
ENSG00000291089	19	37817265	37884841
ENSG00000291094	9	112957722	113012230
ENSG00000291099	7	5823101	5854444
ENSG00000291100	20	28559376	28603092
ENSG00000291101	19	12194974	12260573
ENSG00000291112	6	27345622	27375372
ENSG00000291113	5	177807681	177983054
ENSG00000291117	17	64779259	64837139
ENSG00000291121	7	77083675	77122340
ENSG00000291124	7	65751024	65764225
ENSG00000291125	2	106376116	106447725
ENSG00000291126	2	95526489	95547605
ENSG00000291130	19	20339851	20425026
ENSG00000291131	19	53197051	53257684
ENSG00000291132	1	32223618	32241824
ENSG00000291133	7	35079988	35186899
ENSG00000291136	7	66512393	66592448
ENSG00000291142	2	94185555	94208468
ENSG00000291143	11	6700310	6746524
ENSG00000291144	11	4393737	4520905
ENSG00000291147	2	242086099	242176052
ENSG00000291149	7	143721659	143837377
ENSG00000291156	1	1058461	1066464
ENSG00000291157	1	41302911	41306148
ENSG00000291159	15	84631440	84660091
ENSG00000291166	9	42825593	42955508
ENSG00000291171	12	132084254	132131639
ENSG00000291174	11	65455192	65472515
ENSG00000291175	17	45501318	45586340
ENSG00000291176	2	96010504	96031477
ENSG00000291177	19	19776000	19836200
ENSG00000291178	7	100275441	100336384
ENSG00000291185	9	14920720	15146401
ENSG00000291186	11	71786388	71816731
ENSG00000291189	12	3296202	3366585
ENSG00000291194	17	20408311	20447224
ENSG00000291195	17	20436337	20451343
ENSG00000291201	4	118591712	118679860
ENSG00000291202	4	119405523	119455220
ENSG00000291203	4	119454684	119555535
ENSG00000291207	7	45723772	45769247
ENSG00000291208	7	45768840	45815263
ENSG00000291210	15	85177990	85234795
ENSG00000291211	15	85196444	85213905
ENSG00000291212	15	85270304	85380540
ENSG00000291214	17	68101871	68161227
ENSG00000291216	1	243029512	243052252
ENSG00000291218	5	181326720	181342436
ENSG00000291219	16	70226668	70246612
ENSG00000291220	5	70401443	70454164
ENSG00000291221	5	70462225	70537636
ENSG00000291224	3	9986882	10007004
ENSG00000291228	16	2603326	2635788
ENSG00000291230	19	50333792	50344806
ENSG00000291232	1	148402102	148432549
ENSG00000291234	1	202850080	202861755
ENSG00000291236	2	218059154	218065732
ENSG00000291250	12	31111647	31123243
ENSG00000291262	16	21879773	21889287
ENSG00000291264	16	33686154	33707255
ENSG00000291268	16	33046529	33095471
ENSG00000291269	16	33111682	33129090
ENSG00000291270	16	18382707	18390919
ENSG00000291282	4	68183364	68218098
ENTPD1-AS1	10	95732716	96090356
ENTPD3-AS1	3	40061110	40453341
ENTPD4-DT	8	23458601	23484971
EOGT-DT	3	69013941	69057372
EOLA1-DT	X	149527591	149540959
EOLA2-DT	X	149938613	150224580
EPB41L1-AS1	20	36147281	36155760
EPB41L4A-AS1	5	112160526	112164818
EPCAM-DT	2	47192405	47345112
EPHA1-AS1	7	143407562	143523449
EPHA2-AS1	1	16155072	16183148
EPIC1	22	47630827	48023004
EPM2A-DT	6	145799409	145911493
EPN2-AS1	17	19296596	19306261
ERCC6L2-AS1	9	95759231	95876241
ERICH2-DT	2	170700343	170818037
ERICH3-AS1	1	74577430	74626098
ERICH6-AS1	3	150703365	150758392
ERRFI1-DT	1	8026413	8187014
ERVK13-1	16	2608379	2682398
ERVK9-11	19	38935297	38938632
ESAM-AS1	11	124758841	124766832
ESRG	3	54632109	54657002
EVA1A-AS	2	75524068	75542706
EXOC3-AS1	5	441498	443160
EXTL3-AS1	8	28690215	28702154
F11-AS1	4	186286094	186501064
FABP6-AS1	5	160195736	160204826
FALEC	1	150515667	150537267
FAM106A	17	18511221	18625681
FAM111A-DT	11	59130133	59173063
FAM131B-AS2	7	143365046	143382339
FAM138A	1	34553	37595
FAM138E	15	101953420	101956412
FAM13A-AS1	4	88708622	88730103
FAM151B-DT	5	80411231	80488101
FAM153CP	5	178006348	178086529
FAM157C	16	90101034	90222852
FAM157D	7	13479	36783
FAM181A-AS1	14	93904730	93927066
FAM182A	20	25985095	26100347
FAM182B	20	25755861	25868225
FAM201A	9	38620474	38624990
FAM215B	17	46558830	46562795
FAM21EP	10	50048202	50064057
FAM223A	X	154571248	154571960
FAM223B	X	154632470	154633182
FAM224A	Y	18326047	18353210
FAM224B	Y	17552085	17579960
FAM225A	9	113111624	113119928
FAM225B	9	113095149	113111543
FAM230A	22	18233500	18500594
FAM238A	10	26591310	26594271
FAM238C	10	26931276	26934516
FAM245A	10	87386406	87435078
FAM245B	10	46721002	46791740
FAM27C	9	61854038	62096920
FAM27E3	9	67676480	67726979
FAM30A	14	105879976	105932642
FAM3D-AS1	3	58607080	58644491
FAM66C	12	8180204	8226278
FAM78B-AS1	1	166081183	166087483
FAM86B3P	8	8228605	8237275
FAM86DP	3	75422961	75435110
FAM86EP	4	3943274	3955419
FAM88B	9	62897343	62954927
FAM88C	9	62288024	62376890
FAM95B1	9	40325468	40326446
FAM99A	11	1665369	1668955
FBXL19-AS1	16	30919319	30923279
FBXO38-DT	5	148088125	148383911
FCGR1BP	1	121087395	121096152
FENDRR	16	86474525	86509099
FGD5-AS1	3	14920347	14948424
FGD5P1	3	13934255	13937477
FGGY-DT	1	59131925	59296538
FHAD1-AS1	1	15326680	15343890
FILNC1	6	139677639	139860476
FIRRE	X	131688779	131830928
FKBP14-AS1	7	29988600	30027543
FKBP9P1	7	55682652	55713252
FLJ12825	12	54058140	54122235
FLJ16779	20	63253978	63261615
FLJ40194	17	49224669	49318011
FLRT2-AS1	14	85493931	85531660
FLVCR1-DT	1	212852105	212858309
FMNL1-DT	17	45190719	45222274
FMR1-IT1	X	147946941	147947583
FNDC1-IT1	6	159240786	159243329
FOSL2-AS1	2	28384409	28394705
FOXD2-AS1	1	47432133	47434641
FOXF2-DT	6	1383790	1385066
FOXG1-AS1	14	28723436	28766589
FOXN3-AS1	14	89417354	89419793
FOXO6-AS1	1	41375004	41375669
FOXP1-AS1	3	71289759	71305854
FOXP1-DT	3	71584048	71587409
FOXP1-IT1	3	71570255	71574457
FRG1-DT	4	189764391	189940733
FRMD3-AS1	9	83219281	83270837
FRMD6-AS2	14	51379509	51651744
FRY-AS1	13	32025314	32031697
FTX	X	73940435	74293574
FUT8-AS1	14	65410768	65412690
FXYD6-AS1	11	117833719	117838942
FZD10-AS1	12	130144315	130163495
G2E3-AS1	14	30412075	30577622
GABPB1-AS1	15	50354758	50372202
GABPB1-IT1	15	50348936	50354861
GACAT3	2	16013928	16087201
GALNT7-DT	4	173094676	173170198
GAPLINC	18	3466200	3487049
GARS1-DT	7	30516309	30595286
GAS1RR	9	86948583	87013294
GAS5	1	173851424	173868940
GAS6-AS1	13	113815630	113845744
GAS6-DT	13	113864112	113883253
GAS8-AS1	16	90028908	90029901
GASAL1	8	102804677	102810044
GASK1B-AS1	4	158170752	158202877
GATA2-AS1	3	128488130	128539314
GATA6-AS1	18	22087583	22169878
GATD1-DT	11	777570	785231
GAU1	12	4700417	4720102
GCAWKR	15	100849538	100876836
GCSIR	2	230886149	230904693
GDNF-AS1	5	37811589	38184717
GEMIN7-AS1	19	45076510	45092635
GHRLOS	3	10285754	10294903
GIHCG	12	57930084	57942198
GJD2-DT	15	34755062	34813505
GK-IT1	X	30671635	30672166
GLIDR	9	39705825	39810128
GLUD1P3	10	73731176	73737311
GMDS-DT	6	2245231	2525976
GNAO1-DT	16	55984009	56194518
GNAS-AS1	20	58818893	58855296
GOLGA2P5	12	100156621	100173159
GOLGA4-AS1	3	37241789	37244202
GOLGA8IP	15	22607540	22617756
GOLPH3-DT	5	32173376	32175885
GOT1-DT	10	99430890	99502274
GP6-AS1	19	55006152	55054990
GPR176-DT	15	39921036	39925886
GPR84-AS1	12	54352429	54497688
GPRACR	9	130140610	130144219
GPRC5D-AS1	12	12927682	13022056
GRAMD1A-AS1	19	34998179	35000215
GRASLND	2	6911754	6918734
GRIK1-AS1	21	29748175	29764002
GS1-24F4.2	8	6835515	6885358
GSEC	11	126340776	126355591
GSK3B-DT	3	120094737	120185702
GSN-AS1	9	121280768	121285530
GTF2A1-AS1	14	81219478	81227694
GTF2I-AS1	7	74616854	74729082
GTF2IP1	7	75187242	75217264
GTF2IRD1P1	7	66815836	66833026
GTF3C2-AS1	2	27335520	27342599
GTF3C2-AS2	2	27356246	27367881
GTSE1-DT	22	46295143	46296660
GUSBP1	5	21459560	21501826
GUSBP11	22	23659869	23717295
GUSBP2	6	26878572	26889198
H1-10-AS1	3	129315392	129391296
H19	11	1995165	2004552
H2AZ1-DT	4	99950006	100195099
H2AZ2-DT	7	44848204	44883265
H3-3A-DT	1	226045065	226063302
HAGLR	2	176164051	176189421
HAND2-AS1	4	173521334	173697469
HAR1B	20	63090806	63102631
HAS2-AS1	8	121639293	121994185
HCCS-DT	X	10847543	11111284
HCG11	6	26521709	26527404
HCG15	6	28984724	29007931
HCG18	6	30223522	30327401
HCG20	6	30743790	30792250
HCG25	6	33248510	33260681
HCG27	6	31197715	31211696
HCP5	6	31463144	31494470
HDAC2-AS2	6	113969701	114548369
HDAC4-AS1	2	239401132	239402657
HEATR5A-DT	14	31420140	31452883
HEATR6-DT	17	60078946	60088715
HECW2-AS1	2	196260006	196264204
HEIH	5	180824604	180861858
HELLPAR	12	102197585	102402596
HERC2P3	15	20370222	20506198
HERC2P7	15	22480439	22484840
HERC2P9	15	28590189	28674027
HERPUD2-AS1	7	35695204	35699413
HEXD-IT1	17	82425498	82427310
HEXIM2-AS1	17	45148627	45161733
HEY2-AS1	6	125577545	125749190
HID1-AS1	17	74970694	74975728
HIPK1-AS1	1	113911900	113929551
HISLA	14	88024512	88145729
HIVEP2-DT	6	142946406	142957945
HK2-DT	2	74832655	74833987
HLA-DRB6	6	32553046	32558186
HLA-F-AS1	6	29707518	29828496
HLA-L	6	30259625	30261703
HLA-V	6	29792234	29793136
HLCS-AS1	21	36966461	36975164
HM13-IT1	20	31563166	31564076
HMBOX1-IT1	8	28949676	28955955
HMGA1P4	9	128663120	128684991
HMGA2-AS1	12	65851340	65882167
HMGN3-AS1	6	79233697	79244087
HNF1A-AS1	12	120941723	120980968
HNRNPD-DT	4	82374080	82411246
HOMER3-AS1	19	18940199	18947492
HOTAIRM1	7	27095647	27100265
HOXA-AS2	7	27107777	27134302
HPAT5	6	167220484	167268980
HPN-AS1	19	35027447	35106898
HRAT17	7	112943295	112995737
HRG-AS1	3	186579476	186772986
HSD17B1-AS1	17	42552431	42554841
HSD17B7P2	10	38356455	38378107
HSDL2-AS1	9	112399183	112487204
HTR5A-AS1	7	155067034	155072450
HTT-AS	4	3046139	3074624
HULC	6	8435542	9294133
IATPR	10	33055799	33116817
ICAM4-AS1	19	10285797	10289326
ICMT-DT	1	6234692	6239448
ID2-AS1	2	8666636	8681898
IDH2-DT	15	90102593	90138261
IDH3B-DT	20	2664352	2665874
IDI2-AS1	10	1022551	1045425
IER5L-AS1	9	129175807	129261581
IFNG-AS1	12	67989446	68234686
IGBP1-AS1	X	70163842	70165206
IGBP1-AS2	X	70148582	70149654
IGF2BP2-AS1	3	185712528	185729787
IGFL2-AS1	19	46189029	46203163
IKBKB-DT	8	42233662	42271275
IL10RB-DT	21	33263873	33266301
IL12A-AS1	3	159902045	160226966
IL21R-AS1	16	27447669	27453393
IL6R-AS1	1	154402328	154406564
IL6ST-DT	5	55995138	56003649
ILF3-DT	19	10651859	10653879
ILRUN-AS1	6	34696317	34697667
INE1	X	47204921	47205865
INE2	X	15785716	15787589
ING2-DT	4	183462402	183505777
INHBA-AS1	7	41693884	41779388
INKA2-AS1	1	111739579	111747798
INSIG1-DT	7	155287430	155299042
INTS6-AS1	13	51452364	51554678
INTS9-AS1	8	28798142	28802085
IPO9-AS1	1	201688259	201829559
IQCH-AS1	15	67290636	67521898
IRAIN	15	98572365	98648337
IRF2-DT	4	184474666	184502681
ITGA6-AS1	2	172464259	172556596
ITGA9-AS1	3	37693655	37861848
ITGB1-DT	10	32958390	33134921
ITGB2-AS1	21	44921033	44929682
ITPK1-AS1	14	93067452	93072152
ITPRID2-DT	2	181887851	181891663
JADRR	4	128768228	128769948
JAKMIP2-AS1	5	147559930	147694828
JAZF1-AS1	7	28180322	28243917
JDP2-AS1	14	75394920	75427898
JPX	X	73943934	74070423
JRKL-AS1	11	96447132	96511630
KANSL1-AS1	17	46193552	46197842
KANSL1L-AS1	2	210030572	210064356
KBTBD11-AS1	8	1971111	1974803
KC6	18	41375808	41632237
KCNIP1-OT1	5	170389490	170422844
KCNJ2-AS1	17	70166961	70169404
KCNMA1-AS1	10	76888044	76980624
KCNMA1-AS3	10	77350851	77376613
KCNMB2-AS1	3	178526505	178948804
KCNQ1OT1	11	2597308	2700003
KCNQ2-AS1	20	63448051	63449329
KCTD13-DT	16	29926836	29928933
KCTD21-AS1	11	78139654	78187685
KDM4A-AS1	1	43685123	43708138
KDM5C-IT1	X	53212408	53214679
KDM7A-DT	7	140177184	140179640
KHDC1-AS1	6	73263211	73301789
KIAA0087	7	26533121	26538859
KIAA1671-AS1	22	25102417	25112716
KIAA2012-AS1	2	202038425	202117062
KIF23-AS1	15	69396897	69462856
KIF25-AS1	6	167970316	167997110
KIF9-AS1	3	47164024	47246601
KIZ-AS1	20	21154023	21218289
KLC1-AS1	14	103682362	103684015
KLF3-AS1	4	38594512	38664952
KLHL6-AS1	3	183548701	183552379
KLHL7-DT	7	23100214	23105703
KLKP1	19	50887866	50888268
KLRK1-AS1	12	10363608	10398506
KMT2CP1	1	144661200	144679513
KMT2E-AS1	7	104894628	105014321
KPNB1-DT	17	47554973	47649632
KRT10-AS1	17	40819071	40836273
KRT42P	17	41626536	41634106
KRT73-AS1	12	52601467	52615305
KTN1-AS1	14	55496786	55581068
L3MBTL2-AS1	22	41207592	41228500
L3MBTL4-AS1	18	6256747	6260934
LACTB2-AS1	8	70608494	70663279
LAMTOR5-AS1	1	110347116	110443817
LANCL1-AS1	2	210324662	210469246
LBX2-AS1	2	74498057	74505091
LCMT1-AS1	16	25085168	25111584
LCMT1-AS2	16	25140570	25149051
LCT-AS1	2	135820191	135829548
LEF1-AS1	4	108167332	108305657
LEMD1-AS1	1	205373219	205422954
LEMD1-DT	1	205455929	205469024
LENG8-AS1	19	54436709	54449440
LERFS	9	62856996	62898904
LETR1	15	95166065	95327129
LGALS17A	19	39671807	39696913
LGALSL-DT	2	64395060	64454619
LHX1-DT	17	36861674	36936670
LIF-AS1	22	30238784	30240556
LIFR-AS1	5	38556762	38671216
LIMD1-AS1	3	45676369	45689209
LIN28B-AS1	6	104864464	104941450
LINC-PINT	7	130791264	131110176
LINC-ROR	18	57054558	57072119
LINC00092	9	96019724	96028033
LINC00102	Y	2612988	2615347
LINC00106	Y	1392679	1400524
LINC00115	1	586945	827989
LINC00173	12	116533399	116536522
LINC00174	7	66376044	66493606
LINC00189	21	29193400	29288205
LINC00200	10	1159768	1289426
LINC00205	21	45287983	45353538
LINC00221	14	106482435	106521073
LINC00222	6	108730832	108837142
LINC00240	6	26956915	27059749
LINC00243	6	30797678	30830659
LINC00261	20	22547663	22578642
LINC00265	7	39733122	39794745
LINC00269	X	69179553	69209924
LINC00276	2	13710526	14418000
LINC00278	Y	3002887	3200509
LINC00279	Y	8550494	8713825
LINC00293	8	46822174	46907309
LINC00294	11	33076149	33079454
LINC00299	2	7922425	8595477
LINC00304	16	89159146	89164245
LINC00311	16	85282958	85285963
LINC00320	21	20651450	20803816
LINC00324	17	8220616	8224079
LINC00326	6	132908105	133107410
LINC00327	13	23465776	23487712
LINC00330	13	44799503	44809630
LINC00332	13	40172505	40195361
LINC00336	6	33586099	33593467
LINC00339	1	22024558	22031223
LINC00342	2	95806973	95835003
LINC00343	13	105702699	105797539
LINC00345	13	52482804	52600613
LINC00352	13	23498796	23502874
LINC00355	13	63851197	64076044
LINC00365	13	30099909	30108934
LINC00366	13	38564497	38628334
LINC00378	13	60618983	61176809
LINC00391	13	94698725	94708526
LINC00408	13	18905419	18935554
LINC00410	13	90890954	90926597
LINC00424	13	21872763	21878262
LINC00426	13	30316360	30377145
LINC00458	13	53950255	54270397
LINC00463	13	25172812	25180900
